sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,total_qty,shelf_location,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,updated_time,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,configurable_variations,configurable_variation_labels,associated_skus
1-NAS-RUG-SHO008B-BLK-JNR,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,90,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1.png,,/r/u/rugbyhort-front_1.png,,/r/u/rugbyhort-front_1.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=JNR,webpos_visible=No",15,15,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-09-16 08:05:07,,,,,,,"/r/u/rugbyhort-front_1.png,/r/u/rugbyhort-back_1.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-XSB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,90,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_1.png,,/r/u/rugbyhort-front_1_1.png,,/r/u/rugbyhort-front_1_1.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=XSB,webpos_visible=No",26,26,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-10-24 16:59:15,,,,,,,"/r/u/rugbyhort-front_1_1.png,/r/u/rugbyhort-back_1_1.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-SB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,90,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_2.png,,/r/u/rugbyhort-front_1_2.png,,/r/u/rugbyhort-front_1_2.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=SB,webpos_visible=No",22,22,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-05 04:56:39,,,,,,,"/r/u/rugbyhort-front_1_2.png,/r/u/rugbyhort-back_1_2.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-MB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,90,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_3.png,,/r/u/rugbyhort-front_1_3.png,,/r/u/rugbyhort-front_1_3.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=MB,webpos_visible=No",31,31,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-04 06:48:08,,,,,,,"/r/u/rugbyhort-front_1_3.png,/r/u/rugbyhort-back_1_3.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-LB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,90,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_4.png,,/r/u/rugbyhort-front_1_4.png,,/r/u/rugbyhort-front_1_4.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=LB,webpos_visible=No",18,18,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-13 07:14:08,,,,,,,"/r/u/rugbyhort-front_1_4.png,/r/u/rugbyhort-back_1_4.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-XS,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,100,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_5.png,,/r/u/rugbyhort-front_1_5.png,,/r/u/rugbyhort-front_1_5.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=XS,webpos_visible=No",20,20,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-13 08:35:12,,,,,,,"/r/u/rugbyhort-front_1_5.png,/r/u/rugbyhort-back_1_5.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-S,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,100,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_6.png,,/r/u/rugbyhort-front_1_6.png,,/r/u/rugbyhort-front_1_6.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=S,webpos_visible=No",7,7,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-07 11:11:04,,,,,,,"/r/u/rugbyhort-front_1_6.png,/r/u/rugbyhort-back_1_6.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-M,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,100,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_7.png,,/r/u/rugbyhort-front_1_7.png,,/r/u/rugbyhort-front_1_7.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=M,webpos_visible=No",6,6,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-17 06:13:33,,,,,,,"/r/u/rugbyhort-front_1_7.png,/r/u/rugbyhort-back_1_7.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-L,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,100,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_8.png,,/r/u/rugbyhort-front_1_8.png,,/r/u/rugbyhort-front_1_8.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=L,webpos_visible=No",1,1,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-18 13:04:18,,,,,,,"/r/u/rugbyhort-front_1_8.png,/r/u/rugbyhort-back_1_8.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-XL,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,100,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_9.png,,/r/u/rugbyhort-front_1_9.png,,/r/u/rugbyhort-front_1_9.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=XL,webpos_visible=No",4,4,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-04 06:48:08,,,,,,,"/r/u/rugbyhort-front_1_9.png,/r/u/rugbyhort-back_1_9.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK-2XL,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Rugby Short | Yr 3-11,,,1,1,Taxable Goods,Not Visible Individually,100,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front_1_10.png,,/r/u/rugbyhort-front_1_10.png,,/r/u/rugbyhort-front_1_10.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,product_brand=Samurai Sportswear,size=2XL,webpos_visible=No",1,1,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-09-16 08:05:07,,,,,,,"/r/u/rugbyhort-front_1_10.png,/r/u/rugbyhort-back_1_10.png",",",,,,,,,,,,,
1-NAS-RUG-SHO008B-BLK,,Default,configurable,"Root Catalog Migrated/Schools & Clubs,Root Catalog Migrated/Schools & Clubs/nas dubai/nas_boys",base_migrated,Boys Rugby Short | Yr 3-11,"<p>This durable, lightweight fabric is used for our premier match Rugby shorts & has Multisport match play uses. Soft & light to touch, functional & comfortable. It has high tensile tear strength, along with great abrasion resistance providing a robust, hard wearing fabric. It is fade resistant, easy to wash & quick drying.</P>
<br>
<img src=""{{media url='wysiwyg/sizeguide/polyesterdrill.png'}}"" style=""-ms-interpolation-mode: bicubic; max-width: 200px;"">
<p> <strong> Washing Instructions</strong> </p>
<li><span style=""color: #da1f26;"">DO NOT TUMBLE DRY</li>
<li>Wash at 40c or below</li>
<li>Always look for the garment care label and follow the washing instructions</li>
<li>Garments of similar colours can be wash together where stated on the label</li>
<li>Wash match play garments promptly. Do not allow mud or stains to set</li>","<p> <strong><h3>Compulsory if selected to represent the school playing rugby.</strong></h3> </font></p>
<p>Please click here for <span style=""color: #0000ff;"">&nbsp;<strong><a href=""{{media url='wysiwyg/sizeguide/Fitting_Guides_Male.pdf'}}"" target=""_blank""><span style=""color: #0000ff;"">Size Guide</span></a></strong></span></p>
<p>&nbsp;</p>

<br></p>Color : Black02 | Fabric: Polyester Drill | 197 gm 100% Polyester
<br>
",1,1,Taxable Goods,Catalog,,,,,boys-rugby-short-yr-3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11,Boys Rugby Short | Yr 3-11 ,/r/u/rugbyhort-front.png,,/r/u/rugbyhort-front.png,,/r/u/rugbyhort-front.png,,,,"7/29/19, 9:22 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=BLK,webpos_visible=No",1,1,,0,1,0,0,1,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-11-12 13:05:35,,,,,,,"/r/u/rugbyhort-front.png,/r/u/rugbyhort-back.png",",",,,,,,,,,"sku=1-NAS-RUG-SHO008B-BLK-JNR,size=JNR,size=JNR|sku=1-NAS-RUG-SHO008B-BLK-XSB,size=XSB,size=XSB|sku=1-NAS-RUG-SHO008B-BLK-SB,size=SB,size=SB|sku=1-NAS-RUG-SHO008B-BLK-MB,size=MB,size=MB|sku=1-NAS-RUG-SHO008B-BLK-LB,size=LB,size=LB|sku=1-NAS-RUG-SHO008B-BLK-XS,size=XS,size=XS|sku=1-NAS-RUG-SHO008B-BLK-S,size=S,size=S|sku=1-NAS-RUG-SHO008B-BLK-M,size=M,size=M|sku=1-NAS-RUG-SHO008B-BLK-L,size=L,size=L|sku=1-NAS-RUG-SHO008B-BLK-XL,size=XL,size=XL|sku=1-NAS-RUG-SHO008B-BLK-2XL,size=2XL,size=2XL",size=Size,
1-NAS-SWIM-JAM-BLK-CHD,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,125,,,,boys-swimming-jammer-yr-3-12-chd,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1.png,,/j/a/jammer-fornt_1.png,,/j/a/jammer-fornt_1.png,,,,"7/29/19, 9:43 AM","10/31/19, 4:27 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=CHD,webpos_visible=No",17,17,,6,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-31 12:27:50,,,,,,,"/j/a/jammer-fornt_1.png,/j/a/jammer-back_1_3.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-JNR,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,125,,,,boys-swimming-jammer-yr-3-12-jnr,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_1.png,,/j/a/jammer-fornt_1_1.png,,/j/a/jammer-fornt_1_1.png,,,,"7/29/19, 9:44 AM","10/31/19, 4:28 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=JNR,webpos_visible=No",17,17,,10,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-11-12 04:30:20,,,,,,,"/j/a/jammer-fornt_1_1.png,/j/a/jammer-back_1_1_1.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-XSB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,125,,,,boys-swimming-jammer-yr-3-12-xsb,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_2.png,,/j/a/jammer-fornt_1_2.png,,/j/a/jammer-fornt_1_2.png,,,,"7/29/19, 9:44 AM","10/31/19, 4:29 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=XSB,webpos_visible=No",26,26,,11,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-11-24 13:08:41,,,,,,,"/j/a/jammer-fornt_1_2.png,/j/a/jammer-back_1_2_1.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-SB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,125,,,,boys-swimming-jammer-yr-3-12-sb,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_3.png,,/j/a/jammer-fornt_1_3.png,,/j/a/jammer-fornt_1_3.png,,,,"7/29/19, 9:45 AM","10/31/19, 4:43 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=SB,webpos_visible=No",29,29,,19,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-31 12:43:43,,,,,,,"/j/a/jammer-fornt_1_3.png,/j/a/jammer-back_1_3_1.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-MB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,125,,,,boys-swimming-jammer-yr-3-12-mb,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_4.png,,/j/a/jammer-fornt_1_4.png,,/j/a/jammer-fornt_1_4.png,,,,"7/29/19, 9:45 AM","10/31/19, 5:11 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=MB,webpos_visible=No",20,20,,13,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-11-06 04:47:24,,,,,,,"/j/a/jammer-fornt_1_4.png,/j/a/jammer-back_1_4.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-LB,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,125,,,,boys-swimming-jammer-yr-3-12-lb,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_5.png,,/j/a/jammer-fornt_1_5.png,,/j/a/jammer-fornt_1_5.png,,,,"7/29/19, 9:46 AM","10/31/19, 5:12 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=LB,webpos_visible=No",12,12,,3,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-11-05 04:56:22,,,,,,,"/j/a/jammer-fornt_1_5.png,/j/a/jammer-back_1_5.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-XS,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,138,,,,boys-swimming-jammer-yr-3-12-xs,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_6.png,,/j/a/jammer-fornt_1_6.png,,/j/a/jammer-fornt_1_6.png,,,,"7/29/19, 9:46 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=XS,webpos_visible=No",11,11,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-10-31 12:26:15,,,,,,,"/j/a/jammer-fornt_1_6.png,/j/a/jammer-back_1_6.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-S,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,138,,,,boys-swimming-jammer-yr-3-12-s,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_7.png,,/j/a/jammer-fornt_1_7.png,,/j/a/jammer-fornt_1_7.png,,,,"7/29/19, 9:46 AM","10/31/19, 5:09 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=S,webpos_visible=No",10,10,,2,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-31 13:09:55,,,,,,,"/j/a/jammer-fornt_1_7.png,/j/a/jammer-back_1_7.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-M,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,138,,,,boys-swimming-jammer-yr-3-12-m,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_8.png,,/j/a/jammer-fornt_1_8.png,,/j/a/jammer-fornt_1_8.png,,,,"7/29/19, 9:47 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=M,webpos_visible=No",8,8,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-10-31 12:26:15,,,,,,,"/j/a/jammer-fornt_1_8.png,/j/a/jammer-back_1_8.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-L,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,138,,,,boys-swimming-jammer-yr-3-12-l,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_9.png,,/j/a/jammer-fornt_1_9.png,,/j/a/jammer-fornt_1_9.png,,,,"7/29/19, 9:47 AM","10/7/19, 4:36 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=L,webpos_visible=No",7,7,,0,1,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-31 12:26:15,,,,,,,"/j/a/jammer-fornt_1_9.png,/j/a/jammer-back_1_9.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK-XL,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Boys Swimming Jammer | Yr 3-12,,,1,1,Taxable Goods,Not Visible Individually,138,,,,boys-swimming-jammer-yr-3-12-xl,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt_1_10.png,,/j/a/jammer-fornt_1_10.png,,/j/a/jammer-fornt_1_10.png,,,,"7/29/19, 9:48 AM","10/31/19, 5:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=XL,webpos_visible=No",4,4,,1,0,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-31 13:10:37,,,,,,,"/j/a/jammer-fornt_1_10.png,/j/a/jammer-back_1_10.png",",",,,,,,,,,,,
1-NAS-SWIM-JAM-BLK,,Default,configurable,"Root Catalog Migrated/Schools & Clubs,Root Catalog Migrated/Schools & Clubs/nas dubai/nas_boys",base_migrated,Boys Swimming Jammer | Yr 3-12,"<p>This fabric has been specifically developed for use in countries with high temperature & humidity. As a high stretch fabric, it is suitable for tailored or tight fitting garments. Using our Performex™ moisture management system it channels moisture away from the body, rapidly evaporating the moisture on the outside of the fabric, which, in turn, stops the body from overheating. </P>
<img src=""
{{media url='wysiwyg/sizeguide/kusaropro.png'}}"" style=""-ms-interpolation-mode: bicubic; max-width: 200px;"">
<p> <strong> Washing Instructions</strong> </p>
<li><span style=""color: #da1f26;"">DO NOT TUMBLE DRY</li>
<li>Wash at 40c or below</li>
<li>Always look for the garment care label and follow the washing instructions</li>
<li>Garments of similar colours can be wash together where stated on the label</li>
<li>Wash match play garments promptly. Do not allow mud or stains to set</li>
","<p> <strong><font color=""black""><h3> Compulsory if selected to represent the school in swimming</strong></h3> </font></p>

<p>Please click here for <span style=""color: #0000ff;"">&nbsp;<strong><a href=""{{media url='wysiwyg/sizeguide/Fitting_Guides_Male.pdf'}}"" target=""_blank""><span style=""color: #0000ff;"">Size Guide</span></a></strong></span></p>
<p>&nbsp;</p>
 

</p>Color : Black 02 Blue 311c  | Fabric: Kusaro Pro | 208 gm 85% Polyester 15% Elastane<p>",1,1,Taxable Goods,Catalog,,,,,boys-swimming-jammer-yr-3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12,Boys Swimming Jammer | Yr 3-12 ,/j/a/jammer-fornt.png,,/j/a/jammer-fornt.png,,/j/a/jammer-fornt.png,,no_selection,,"7/29/19, 9:48 AM","10/2/19, 5:57 PM",,,Block after Info Column,,,,Use config,,,,,,,Use config,,"color=BLK,webpos_visible=No",0,0,,0,1,0,0,0,1,1,10000,1,1,,1,1,1,1,0,1,0,0,2,2019-10-02 13:58:05,,,,,,,"/j/a/jammer-fornt.png,/j/a/jammer-back_12.png",",",,,,,,,,,"sku=1-NAS-SWIM-JAM-BLK-CHD,size=CHD,size=CHD|sku=1-NAS-SWIM-JAM-BLK-JNR,size=JNR,size=JNR|sku=1-NAS-SWIM-JAM-BLK-XSB,size=XSB,size=XSB|sku=1-NAS-SWIM-JAM-BLK-SB,size=SB,size=SB|sku=1-NAS-SWIM-JAM-BLK-MB,size=MB,size=MB|sku=1-NAS-SWIM-JAM-BLK-LB,size=LB,size=LB|sku=1-NAS-SWIM-JAM-BLK-XS,size=XS,size=XS|sku=1-NAS-SWIM-JAM-BLK-S,size=S,size=S|sku=1-NAS-SWIM-JAM-BLK-M,size=M,size=M|sku=1-NAS-SWIM-JAM-BLK-L,size=L,size=L|sku=1-NAS-SWIM-JAM-BLK-XL,size=XL,size=XL",size=Size,
1-NAS-8-62002-BLK-S,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Unisex Socks | Yr 3-13,,,1,1,Taxable Goods,Not Visible Individually,38,,,,unisex-socks-yr-3-13,Unisex Socks | Yr 3-13,Unisex Socks | Yr 3-13,Unisex Socks | Yr 3-13 ,/p/l/plain-socks_1.jpg,,/p/l/plain-socks_1.jpg,,/p/l/plain-socks_1.jpg,,,,"7/29/19, 10:25 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=S,webpos_visible=No",42,42,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-04 06:48:08,,,,,,,/p/l/plain-socks_1.jpg,,,,,,,,,,,,
1-NAS-8-62002-BLK-M,,Default,simple,Root Catalog Migrated/Schools & Clubs,base_migrated,Unisex Socks | Yr 3-13,,,1,1,Taxable Goods,Not Visible Individually,38,,,,unisex-socks-yr-3-13,Unisex Socks | Yr 3-13,Unisex Socks | Yr 3-13,Unisex Socks | Yr 3-13 ,/p/l/plain-socks_1_1.jpg,,/p/l/plain-socks_1_1.jpg,,/p/l/plain-socks_1_1.jpg,,,,"7/29/19, 10:25 AM","9/16/19, 12:10 PM",,,Block after Info Column,,,,No,,,,,,,Use config,,"color=BLK,size=M,webpos_visible=No",282,282,,0,1,0,0,1,1,1,0,1,1,,1,0,1,1,0,1,0,0,2,2019-11-07 12:00:55,,,,,,,/p/l/plain-socks_1_1.jpg,,,,,,,,,,,,
